date,match_num,home,away,market,selection,line,model_p,odds,close_odds,hg,ag,played
2026-06-25,58,Paraguay,Australia,1X2,home,,0.28624,2.85,2.6,0.0,0.0,1
2026-06-25,58,Paraguay,Australia,1X2,draw,,0.34838,2.2,2.35,0.0,0.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,home,,0.06093,19.0,16.0,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,away,,0.76747,1.17,1.2,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,draw,,0.1716,8.25,8.0,0.0,2.0,1
2026-06-25,56,Ecuador,Germany,1X2,home,,0.33963,3.5,4.7,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,1X2,away,,0.32206,1.86,1.56,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,1X2,draw,,0.33832,3.9,4.8,2.0,1.0,1
2026-06-25,57,Japan,Sweden,1X2,home,,0.63636,1.96,2.02,1.0,1.0,1
2026-06-25,57,Japan,Sweden,1X2,away,,0.15184,4.45,4.12,1.0,1.0,1
2026-06-25,57,Japan,Sweden,1X2,draw,,0.2118,3.47,3.5,1.0,1.0,1
2026-06-25,59,Tunisia,Netherlands,1X2,away,,0.77657,1.14,1.12,1.0,3.0,1
2026-06-25,59,Tunisia,Netherlands,1X2,home,,0.06517,23.0,29.0,1.0,3.0,1
2026-06-25,59,Tunisia,Netherlands,1X2,draw,,0.15826,9.0,10.5,1.0,3.0,1
2026-06-26,62,Egypt,Iran,1X2,home,,0.31864,2.39,2.39,1.0,1.0,1
2026-06-26,62,Egypt,Iran,1X2,away,,0.34966,3.63,3.82,1.0,1.0,1
2026-06-26,62,Egypt,Iran,1X2,draw,,0.3317,2.74,2.6,1.0,1.0,1
2026-06-26,63,New Zealand,Belgium,1X2,away,,0.60405,1.21,1.2,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,1X2,home,,0.16041,16.0,16.0,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,1X2,draw,,0.23554,7.5,7.9,1.0,5.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,home,,0.33635,2.3,2.6,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,away,,0.32743,3.0,2.8,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,draw,,0.33621,3.5,3.2,0.0,0.0,1
2026-06-26,66,Uruguay,Spain,1X2,away,,0.54716,1.45,1.67,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,1X2,home,,0.16927,7.5,6.2,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,1X2,draw,,0.28357,4.3,3.4,0.0,1.0,1
2026-06-26,64,Norway,France,1X2,away,,0.33496,1.69,1.02,1.0,4.0,1
2026-06-26,64,Norway,France,1X2,home,,0.39508,4.99,44.0,1.0,4.0,1
2026-06-26,64,Norway,France,1X2,draw,,0.26996,4.08,17.0,1.0,4.0,1
2026-06-26,65,Senegal,Iraq,1X2,away,,0.14882,14.0,130.0,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,1X2,home,,0.58305,1.25,1.02,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,1X2,draw,,0.26813,6.55,26.0,5.0,0.0,1
2026-06-27,67,Algeria,Austria,1X2,home,,0.32455,3.5,4.0,3.0,3.0,1
2026-06-27,67,Algeria,Austria,1X2,away,,0.37444,2.6,2.95,3.0,3.0,1
2026-06-27,67,Algeria,Austria,1X2,draw,,0.30101,2.45,2.1,3.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,away,,0.88486,1.18,1.13,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,home,,0.02151,15.0,17.0,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,draw,,0.09364,7.0,9.0,1.0,3.0,1
2026-06-23,48,Portugal,Uzbekistan,1X2,home,,0.5608,1.13,1.13,5.0,0.0,1
2026-06-23,48,Portugal,Uzbekistan,1X2,away,,0.17018,17.0,17.0,5.0,0.0,1
2026-06-23,48,Portugal,Uzbekistan,1X2,draw,,0.26902,9.5,9.5,5.0,0.0,1
2026-06-23,45,Colombia,DR Congo,1X2,home,,0.5737,1.56,1.56,1.0,0.0,1
2026-06-23,45,Colombia,DR Congo,1X2,away,,0.13973,7.0,7.0,1.0,0.0,1
2026-06-23,45,Colombia,DR Congo,1X2,draw,,0.28657,4.1,4.1,1.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,home,,0.45501,3.7,3.45,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,away,,0.27219,2.08,1.97,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,draw,,0.2728,3.4,3.85,0.0,0.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,home,,0.33342,2.1,1.65,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,away,,0.28195,3.6,5.5,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,draw,,0.38463,3.6,4.25,3.0,1.0,1
2026-06-23,46,England,Ghana,1X2,home,,0.75351,1.18,1.18,0.0,0.0,1
2026-06-23,46,England,Ghana,1X2,away,,0.06398,14.5,14.5,0.0,0.0,1
2026-06-23,46,England,Ghana,1X2,draw,,0.18251,8.0,8.0,0.0,0.0,1
2026-06-23,47,Panama,Croatia,1X2,away,,0.537,1.48,1.48,0.0,1.0,1
2026-06-23,47,Panama,Croatia,1X2,home,,0.20579,6.75,6.75,0.0,1.0,1
2026-06-23,47,Panama,Croatia,1X2,draw,,0.25721,4.5,4.5,0.0,1.0,1
2026-06-27,72,Panama,England,1X2,away,,0.71636,1.17,1.15,0.0,2.0,1
2026-06-27,72,Panama,England,1X2,home,,0.09029,14.0,16.0,0.0,2.0,1
2026-06-27,72,Panama,England,1X2,draw,,0.19335,7.8,8.2,0.0,2.0,1
2026-06-27,69,Croatia,Ghana,1X2,home,,0.59634,1.62,1.85,2.0,1.0,1
2026-06-27,69,Croatia,Ghana,1X2,away,,0.14893,6.0,5.2,2.0,1.0,1
2026-06-27,69,Croatia,Ghana,1X2,draw,,0.25473,3.7,3.1,2.0,1.0,1
2026-06-24,50,Czech Republic,Mexico,1X2,home,,0.15777,3.7,3.7,0.0,3.0,1
2026-06-24,50,Czech Republic,Mexico,1X2,away,,0.58646,1.98,1.98,0.0,3.0,1
2026-06-24,50,Czech Republic,Mexico,1X2,draw,,0.25576,4.04,4.04,0.0,3.0,1
2026-06-24,53,South Africa,South Korea,1X2,home,,0.15715,5.7,5.7,1.0,0.0,1
2026-06-24,53,South Africa,South Korea,1X2,away,,0.57344,1.69,1.69,1.0,0.0,1
2026-06-24,53,South Africa,South Korea,1X2,draw,,0.26941,3.9,3.9,1.0,0.0,1
2026-06-24,54,Switzerland,Canada,1X2,away,,0.30211,3.45,3.45,2.0,1.0,1
2026-06-24,54,Switzerland,Canada,1X2,home,,0.39975,2.4,2.4,2.0,1.0,1
2026-06-24,54,Switzerland,Canada,1X2,draw,,0.29814,3.17,3.17,2.0,1.0,1
2026-06-24,49,Bosnia and Herzegovina,Qatar,1X2,home,,0.60514,1.42,1.42,3.0,1.0,1
2026-06-24,49,Bosnia and Herzegovina,Qatar,1X2,away,,0.15794,7.55,7.55,3.0,1.0,1
2026-06-24,49,Bosnia and Herzegovina,Qatar,1X2,draw,,0.23692,5.35,5.35,3.0,1.0,1
2026-06-24,52,Scotland,Brazil,1X2,away,,0.589,1.33,1.33,0.0,3.0,1
2026-06-24,52,Scotland,Brazil,1X2,home,,0.17314,9.5,9.5,0.0,3.0,1
2026-06-24,52,Scotland,Brazil,1X2,draw,,0.23786,5.6,5.6,0.0,3.0,1
2026-06-24,51,Morocco,Haiti,1X2,away,,0.05158,17.0,17.0,4.0,2.0,1
2026-06-24,51,Morocco,Haiti,1X2,home,,0.77444,1.16,1.16,4.0,2.0,1
2026-06-24,51,Morocco,Haiti,1X2,draw,,0.17398,7.5,7.5,4.0,2.0,1
2026-06-25,60,Turkey,United States,1X2,home,,0.40797,3.25,3.8,3.0,2.0,1
2026-06-25,60,Turkey,United States,1X2,away,,0.33142,1.88,1.8,3.0,2.0,1
2026-06-25,60,Turkey,United States,1X2,draw,,0.2606,4.1,4.1,3.0,2.0,1
2026-06-25,58,Paraguay,Australia,1X2,away,,0.36393,3.75,4.1,0.0,0.0,1
2026-06-25,58,Paraguay,Australia,1X2,home,,0.28383,2.85,2.6,0.0,0.0,1
2026-06-25,58,Paraguay,Australia,1X2,draw,,0.35224,2.2,2.35,0.0,0.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,home,,0.05817,19.0,16.0,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,away,,0.77678,1.18,1.2,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,draw,,0.16505,8.2,8.0,0.0,2.0,1
2026-06-25,56,Ecuador,Germany,1X2,home,,0.33467,3.55,4.7,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,1X2,away,,0.32713,1.82,1.56,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,1X2,draw,,0.3382,4.0,4.8,2.0,1.0,1
2026-06-25,57,Japan,Sweden,1X2,home,,0.65954,1.96,2.02,1.0,1.0,1
2026-06-25,57,Japan,Sweden,1X2,away,,0.14241,4.45,4.12,1.0,1.0,1
2026-06-25,57,Japan,Sweden,1X2,draw,,0.19805,3.47,3.5,1.0,1.0,1
2026-06-25,59,Tunisia,Netherlands,1X2,away,,0.79368,1.14,1.12,1.0,3.0,1
2026-06-25,59,Tunisia,Netherlands,1X2,home,,0.059,25.0,29.0,1.0,3.0,1
2026-06-25,59,Tunisia,Netherlands,1X2,draw,,0.14732,9.5,10.5,1.0,3.0,1
2026-06-26,62,Egypt,Iran,1X2,home,,0.31859,2.39,2.39,1.0,1.0,1
2026-06-26,62,Egypt,Iran,1X2,away,,0.34494,3.63,3.82,1.0,1.0,1
2026-06-26,62,Egypt,Iran,1X2,draw,,0.33647,2.74,2.6,1.0,1.0,1
2026-06-26,63,New Zealand,Belgium,1X2,away,,0.6127,1.21,1.2,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,1X2,home,,0.15974,16.0,16.0,1.0,5.0,1
2026-06-26,63,New Zealand,Belgium,1X2,draw,,0.22757,7.5,7.9,1.0,5.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,home,,0.33633,2.4,2.6,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,away,,0.32462,2.9,2.8,0.0,0.0,1
2026-06-26,61,Cape Verde,Saudi Arabia,1X2,draw,,0.33905,3.4,3.2,0.0,0.0,1
2026-06-26,66,Uruguay,Spain,1X2,away,,0.55325,1.47,1.67,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,1X2,home,,0.16433,7.2,6.2,0.0,1.0,1
2026-06-26,66,Uruguay,Spain,1X2,draw,,0.28242,4.2,3.4,0.0,1.0,1
2026-06-26,64,Norway,France,1X2,away,,0.32158,1.69,1.02,1.0,4.0,1
2026-06-26,64,Norway,France,1X2,home,,0.41606,4.7,44.0,1.0,4.0,1
2026-06-26,64,Norway,France,1X2,draw,,0.26236,4.08,17.0,1.0,4.0,1
2026-06-26,65,Senegal,Iraq,1X2,away,,0.14209,14.0,130.0,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,1X2,home,,0.59289,1.25,1.02,5.0,0.0,1
2026-06-26,65,Senegal,Iraq,1X2,draw,,0.26502,6.55,26.0,5.0,0.0,1
2026-06-27,67,Algeria,Austria,1X2,home,,0.3228,3.65,4.0,3.0,3.0,1
2026-06-27,67,Algeria,Austria,1X2,away,,0.37797,2.65,2.95,3.0,3.0,1
2026-06-27,67,Algeria,Austria,1X2,draw,,0.29923,2.3,2.1,3.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,away,,0.89568,1.17,1.13,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,home,,0.01921,15.0,17.0,1.0,3.0,1
2026-06-27,71,Jordan,Argentina,1X2,draw,,0.08511,7.5,9.0,1.0,3.0,1
2026-06-27,68,Colombia,Portugal,1X2,home,,0.49005,3.85,3.45,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,away,,0.24779,1.88,1.97,0.0,0.0,1
2026-06-27,68,Colombia,Portugal,1X2,draw,,0.26216,3.85,3.85,0.0,0.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,home,,0.41321,1.81,1.65,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,away,,0.21474,4.2,5.5,3.0,1.0,1
2026-06-27,70,DR Congo,Uzbekistan,1X2,draw,,0.37205,4.28,4.25,3.0,1.0,1
2026-06-27,72,Panama,England,1X2,away,,0.77598,1.15,1.15,0.0,2.0,1
2026-06-27,72,Panama,England,1X2,home,,0.06139,17.0,16.0,0.0,2.0,1
2026-06-27,72,Panama,England,1X2,draw,,0.16262,7.8,8.2,0.0,2.0,1
2026-06-27,72,Panama,England,AH,away,2.5,0.31248,2.34,2.24,0.0,2.0,1
2026-06-27,72,Panama,England,AH,home,2.5,0.68752,1.61,1.66,0.0,2.0,1
2026-06-27,69,Croatia,Ghana,1X2,home,,0.49017,1.7,1.85,2.0,1.0,1
2026-06-27,69,Croatia,Ghana,1X2,away,,0.21053,5.5,5.2,2.0,1.0,1
2026-06-27,69,Croatia,Ghana,1X2,draw,,0.2993,3.5,3.1,2.0,1.0,1
2026-06-27,69,Croatia,Ghana,OU,over,2.0,0.35269,1.69,1.76,2.0,1.0,1
2026-06-27,69,Croatia,Ghana,OU,under,2.0,0.36953,2.25,2.15,2.0,1.0,1
2026-06-25,60,Turkey,United States,1X2,home,,0.41711,3.7,3.8,3.0,2.0,1
2026-06-25,60,Turkey,United States,1X2,away,,0.32188,1.84,1.8,3.0,2.0,1
2026-06-25,60,Turkey,United States,1X2,draw,,0.26101,4.1,4.1,3.0,2.0,1
2026-06-25,58,Paraguay,Australia,1X2,away,,0.36491,3.95,4.1,0.0,0.0,1
2026-06-25,58,Paraguay,Australia,1X2,home,,0.28183,2.75,2.6,0.0,0.0,1
2026-06-25,58,Paraguay,Australia,1X2,draw,,0.35327,2.3,2.35,0.0,0.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,home,,0.05753,19.0,16.0,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,away,,0.78112,1.18,1.2,0.0,2.0,1
2026-06-25,55,Curaçao,Ivory Coast,1X2,draw,,0.16135,8.2,8.0,0.0,2.0,1
2026-06-25,56,Ecuador,Germany,1X2,home,,0.30494,5.0,4.7,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,1X2,away,,0.35714,1.5,1.56,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,1X2,draw,,0.33792,5.2,4.8,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,OU,over,3.0,0.11888,2.11,2.17,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,OU,under,3.0,0.71395,1.8,1.74,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,AH,home,1.5,0.86283,1.57,1.57,2.0,1.0,1
2026-06-25,56,Ecuador,Germany,AH,away,1.5,0.13717,2.42,2.42,2.0,1.0,1
2026-06-25,57,Japan,Sweden,1X2,home,,0.63723,1.89,2.02,1.0,1.0,1
2026-06-25,57,Japan,Sweden,1X2,away,,0.15397,4.7,4.12,1.0,1.0,1
2026-06-25,57,Japan,Sweden,1X2,draw,,0.2088,3.57,3.5,1.0,1.0,1
